Type,RegionName,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Minimum,Massachusetts,1968,-12.444,-11.222,-3.111,2.0,5.556,11.833,15.389,12.944,9.889,5.611,-0.944,-8.167
Minimum,Massachusetts,1973,-7.889,-8.833,-0.667,2.944,6.833,14.0,15.833,16.222,9.278,3.778,-0.222,-4.5
Minimum,Massachusetts,1978,-9.944,-13.111,-6.222,0.444,7.278,11.278,13.944,15.222,7.222,2.667,-1.333,-6.556
Minimum,Massachusetts,1983,-8.0,-7.389,-1.333,2.444,6.944,12.111,15.056,14.667,10.5,4.444,0.278,-7.333
Minimum,Massachusetts,1988,-11.556,-8.5,-4.056,1.944,7.611,10.833,16.333,16.222,8.389,2.056,-0.389,-7.833
Minimum,Massachusetts,1993,-6.889,-11.944,-5.444,1.944,7.611,11.667,14.944,14.778,10.778,2.778,-1.333,-5.944
Minimum,Massachusetts,1998,-4.556,-3.722,-1.889,2.167,9.056,13.0,15.333,15.222,10.778,5.111,-0.333,-3.333
Minimum,Massachusetts,2003,-12.111,-10.167,-5.167,0.5,6.722,12.556,15.889,16.778,11.5,3.5,1.111,-5.111
Minimum,Massachusetts,2008,-7.278,-6.722,-3.778,2.0,5.944,13.778,16.889,13.778,11.444,3.389,-0.222,-5.278
Minimum,Massachusetts,2013,-7.389,-6.167,-3.0,1.611,7.389,13.611,18.778,14.0,9.667,4.889,-1.778,-6.056
Minimum,Massachusetts,2018,-9.222,-4.0,-2.833,0.222,9.444,12.167,16.778,17.944,13.722,5.333,-0.833,-4.5
Minimum,Massachusetts,2022,-10.278,-7.222,-2.333,2.278,9.389,12.444,16.5,17.222,11.333,5.611,1.278,-4.333
Minimum,Michigan,1968,-12.778,-14.0,-5.167,1.0,4.111,10.778,12.778,12.5,10.222,4.556,-1.944,-9.056
Minimum,Michigan,1973,-9.444,-11.833,-1.333,0.722,4.333,12.444,13.722,14.556,8.778,5.889,-1.333,-8.611
Minimum,Michigan,1978,-13.667,-16.889,-9.778,-1.389,6.5,9.833,12.556,12.833,9.944,2.444,-2.778,-9.5
Minimum,Michigan,1983,-9.0,-7.111,-4.333,-0.944,3.278,10.667,15.611,14.722,9.389,3.278,-1.556,-12.889
Minimum,Michigan,1988,-12.833,-13.667,-6.833,-0.278,5.944,10.444,14.333,14.833,8.722,1.056,-0.556,-9.0
Minimum,Michigan,1993,-10.111,-13.222,-7.056,-0.833,5.722,10.333,14.667,14.111,6.667,1.5,-2.944,-7.444
Minimum,Michigan,1998,-7.389,-3.889,-4.167,1.0,8.444,11.333,13.5,14.167,10.111,4.444,0.0,-6.0
Minimum,Michigan,2003,-12.5,-14.0,-7.889,-1.333,5.167,9.778,13.222,14.0,9.0,2.5,-0.944,-5.667
Minimum,Michigan,2008,-9.056,-12.722,-8.222,1.167,3.667,12.167,13.889,12.222,9.722,2.667,-1.833,-10.5
Minimum,Michigan,2013,-9.278,-10.611,-6.944,-1.111,6.611,11.444,14.278,12.778,8.833,3.944,-2.667,-11.0
Minimum,Michigan,2018,-11.056,-9.889,-6.444,-3.833,8.333,12.111,14.722,15.111,11.167,3.056,-3.667,-5.111
Minimum,Michigan,2022,-14.0,-12.0,-5.722,-0.556,7.833,11.333,14.167,14.111,10.222,3.0,-1.0,-5.889
Minimum,Minnesota,1968,-19.0,-18.889,-6.167,-0.167,4.222,11.167,13.278,12.389,8.167,2.722,-5.0,-15.833
Minimum,Minnesota,1973,-16.333,-14.556,-2.556,-1.167,4.833,11.667,13.556,14.556,7.444,4.556,-6.0,-15.5
Minimum,Minnesota,1978,-22.722,-20.611,-10.278,-0.667,7.167,10.833,13.833,12.889,10.0,1.556,-9.0,-19.056
Minimum,Minnesota,1983,-14.5,-10.111,-5.333,-1.667,3.556,11.444,16.389,15.556,8.611,2.167,-3.722,-23.278
Minimum,Minnesota,1988,-21.222,-20.167,-7.389,-1.667,8.389,13.389,14.833,14.167,8.0,-1.389,-6.0,-15.111
Minimum,Minnesota,1993,-19.167,-16.778,-9.389,-1.5,5.778,10.278,13.833,13.5,5.111,-0.611,-8.222,-13.167
Minimum,Minnesota,1998,-14.111,-5.389,-7.0,1.278,8.333,11.222,14.389,14.167,9.556,3.444,-4.0,-12.167
Minimum,Minnesota,2003,-17.222,-18.5,-9.611,-0.5,5.5,11.167,14.056,14.389,7.889,2.111,-7.333,-10.722
Minimum,Minnesota,2008,-18.5,-18.556,-10.333,-1.667,3.889,11.0,13.778,12.444,8.667,2.278,-4.889,-19.667
Minimum,Minnesota,2013,-16.833,-16.0,-12.167,-4.0,5.556,11.833,14.5,13.111,10.0,2.222,-7.389,-20.167
Minimum,Minnesota,2018,-17.278,-19.5,-7.778,-5.722,8.611,13.556,14.833,13.556,9.611,0.389,-9.0,-10.778
Minimum,Minnesota,2022,-22.389,-21.0,-8.611,-2.667,7.0,12.389,14.944,13.722,9.222,2.056,-5.5,-14.722
Minimum,Mississippi,1968,0.111,-1.778,4.111,11.889,14.722,18.944,20.167,20.278,15.0,10.5,4.5,0.222
Minimum,Mississippi,1973,0.333,0.833,9.611,10.111,13.944,19.722,21.444,19.111,19.111,13.0,8.278,1.278
Minimum,Mississippi,1978,-2.722,-2.778,4.056,10.833,15.611,19.778,21.333,20.611,18.778,8.111,8.222,1.111
Minimum,Mississippi,1983,0.611,3.056,5.222,8.278,14.556,18.611,21.222,21.556,16.0,11.111,5.667,-0.5
Minimum,Mississippi,1988,-1.167,1.167,5.333,10.444,12.778,17.722,21.111,21.278,18.778,9.111,7.333,1.722
Minimum,Mississippi,1993,3.778,1.833,5.444,8.611,14.722,20.0,22.167,21.556,16.889,10.611,4.333,2.0
Minimum,Mississippi,1998,4.056,4.278,6.722,10.278,16.833,21.611,22.722,21.278,20.0,12.444,8.167,4.944
Minimum,Mississippi,2003,-1.556,2.833,7.389,11.056,17.111,19.333,21.111,21.444,16.667,11.167,8.0,0.444
Minimum,Mississippi,2008,0.556,3.278,6.222,10.5,15.389,20.0,20.667,20.5,18.0,9.944,4.0,3.111
Minimum,Mississippi,2013,4.333,3.611,3.333,10.111,14.5,20.389,20.556,20.722,18.389,12.5,4.278,2.556
Minimum,Mississippi,2018,-1.556,8.278,7.444,7.778,17.778,21.333,22.111,21.056,21.0,13.667,4.944,4.333
Minimum,Mississippi,2022,-0.222,2.389,6.333,10.778,17.611,21.0,22.611,21.667,16.833,8.944,6.389,4.889
Minimum,Missouri,1968,-7.222,-6.778,0.778,5.889,9.778,17.111,18.167,18.5,12.167,6.611,0.667,-5.889
Minimum,Missouri,1973,-6.111,-4.444,4.778,5.944,9.833,16.778,18.889,17.833,15.611,9.722,3.0,-4.667
Minimum,Missouri,1978,-11.889,-10.778,-2.333,7.444,11.389,16.556,19.722,17.556,15.222,4.833,2.056,-5.222
Minimum,Missouri,1983,-4.444,-2.444,1.444,3.833,9.889,15.722,19.778,20.167,13.444,8.278,2.778,-11.889
Minimum,Missouri,1988,-7.944,-7.333,-0.111,4.889,11.389,16.0,18.944,19.111,13.389,4.056,0.889,-4.722
Minimum,Missouri,1993,-6.056,-6.056,-0.444,5.0,11.5,16.5,20.5,19.333,11.5,5.667,-0.556,-3.167
Minimum,Missouri,1998,-2.389,0.611,0.444,6.167,14.5,17.333,20.444,19.056,16.667,8.333,3.5,-3.056
Minimum,Missouri,2003,-8.0,-5.667,0.389,7.167,11.333,14.667,19.333,19.333,11.667,7.111,2.667,-2.389
Minimum,Missouri,2008,-6.667,-5.444,-0.222,5.167,10.611,17.444,19.111,17.389,13.778,6.556,0.889,-6.556
Minimum,Missouri,2013,-4.667,-3.944,-1.667,4.833,11.444,17.111,17.833,17.944,14.778,6.889,-0.389,-6.5
Minimum,Missouri,2018,-8.0,-4.0,1.056,2.278,16.056,19.167,19.333,18.778,16.056,7.611,-1.944,-2.222
Minimum,Missouri,2022,-8.056,-6.444,1.111,5.389,13.111,17.833,20.222,18.556,13.889,5.444,0.5,-4.278
Minimum,Montana,1968,-14.611,-9.0,-4.056,-3.611,1.5,7.167,9.444,8.667,5.0,-0.833,-5.611,-15.056
Minimum,Montana,1973,-12.5,-10.556,-5.278,-3.0,2.167,7.611,9.556,10.167,4.778,0.333,-8.833,-9.0
Minimum,Montana,1978,-17.0,-13.778,-6.667,-0.222,3.778,7.0,10.0,8.389,5.778,-0.833,-11.0,-15.889
Minimum,Montana,1983,-8.056,-6.056,-4.5,-3.389,1.889,6.833,10.333,12.389,3.889,0.222,-5.056,-21.167
Minimum,Montana,1988,-14.111,-10.722,-5.333,-1.222,4.611,11.333,10.778,9.056,4.333,0.5,-5.722,-10.222
Minimum,Montana,1993,-16.611,-15.556,-4.667,-1.111,4.556,6.778,8.111,8.167,3.111,-1.0,-9.389,-7.889
Minimum,Montana,1998,-12.722,-6.444,-7.556,-0.5,3.556,6.222,12.5,11.333,8.056,0.0,-3.444,-11.056
Minimum,Montana,2003,-9.722,-11.444,-7.278,0.056,3.333,7.444,12.0,12.278,4.667,1.111,-10.111,-8.944
Minimum,Montana,2008,-14.111,-10.333,-6.944,-4.389,3.278,6.444,10.389,9.722,4.0,-0.5,-3.333,-15.5
Minimum,Montana,2013,-11.0,-7.722,-7.5,-3.778,3.944,7.778,11.333,11.222,7.833,-1.5,-6.778,-14.111
Minimum,Montana,2018,-11.056,-17.667,-7.778,-3.444,6.222,8.278,10.778,9.5,4.5,-1.111,-6.111,-8.833
Minimum,Montana,2022,-10.833,-11.556,-5.833,-4.667,2.611,7.556,11.833,12.111,7.389,1.611,-10.556,-14.611
Minimum,Nebraska,1968,-11.944,-8.944,-3.222,0.556,5.0,13.222,15.611,14.667,8.389,3.111,-4.222,-12.222
Minimum,Nebraska,1973,-10.889,-7.611,-0.667,0.833,5.778,12.667,15.833,16.056,9.444,4.278,-3.333,-9.778
Minimum,Nebraska,1978,-17.0,-14.556,-5.167,3.0,7.722,13.222,16.111,14.056,10.722,1.444,-5.333,-13.056
Minimum,Nebraska,1983,-7.222,-5.333,-2.667,-0.333,5.333,12.722,17.0,18.278,9.722,4.0,-2.889,-18.333
Minimum,Nebraska,1988,-14.444,-10.333,-4.111,0.444,9.389,15.722,16.056,15.389,9.167,1.389,-3.222,-8.0
Minimum,Nebraska,1993,-12.944,-12.333,-3.556,1.333,7.611,11.833,15.5,15.167,7.0,2.0,-6.611,-6.778
Minimum,Nebraska,1998,-9.0,-3.222,-5.389,1.556,9.056,11.389,17.667,16.167,12.444,4.444,-1.0,-8.889
Minimum,Nebraska,2003,-9.722,-10.222,-3.667,3.333,7.333,12.222,16.667,16.444,7.833,3.833,-4.667,-6.5
Minimum,Nebraska,2008,-12.056,-9.667,-4.222,-0.222,6.278,12.444,16.444,15.0,9.278,2.944,-2.5,-12.5
Minimum,Nebraska,2013,-10.056,-8.0,-5.389,-1.278,7.611,13.111,15.833,16.611,12.5,2.611,-4.833,-12.0
Minimum,Nebraska,2018,-11.167,-12.111,-3.111,-2.111,10.556,15.444,16.444,14.611,12.111,1.722,-5.611,-7.667
Minimum,Nebraska,2022,-11.222,-11.0,-4.389,-0.389,7.722,14.0,17.278,15.944,10.944,2.389,-6.278,-11.222
Minimum,Nevada,1968,-7.889,-0.833,-1.944,-1.0,4.389,9.944,14.278,10.722,7.167,2.389,-1.833,-7.611
Minimum,Nevada,1973,-8.556,-3.833,-2.778,-0.111,6.278,9.833,13.444,12.556,6.556,1.778,-1.833,-4.167
Minimum,Nevada,1978,-3.444,-3.167,1.056,1.0,3.667,8.444,12.722,11.444,7.0,3.333,-3.556,-9.167
Minimum,Nevada,1983,-4.444,-2.778,-0.222,-0.722,4.111,8.944,11.444,13.667,9.444,3.944,-1.444,-3.722
Minimum,Nevada,1988,-8.056,-4.944,-2.667,1.778,4.5,10.778,14.778,12.889,7.444,5.444,-1.778,-7.778
Minimum,Nevada,1993,-8.333,-6.0,0.611,1.278,6.778,8.167,11.0,11.5,7.444,3.278,-5.5,-6.667
Minimum,Nevada,1998,-3.722,-3.778,-1.833,-0.222,3.278,7.611,14.222,13.556,9.833,1.389,-1.778,-7.444
Minimum,Nevada,2003,-1.778,-5.056,-1.0,0.222,5.889,10.944,15.556,14.0,9.167,4.889,-3.611,-4.611
Minimum,Nevada,2008,-8.0,-4.778,-2.667,-0.833,4.611,9.389,14.222,13.667,8.333,2.5,0.167,-7.611
Minimum,Nevada,2013,-10.0,-5.889,-0.278,1.278,5.389,11.056,15.889,13.167,9.389,0.944,-1.556,-8.944
Minimum,Nevada,2018,-2.611,-6.111,-2.333,2.278,6.833,10.722,16.167,13.944,8.889,2.889,-3.222,-5.389
Minimum,Nevada,2022,-5.389,-6.0,-0.889,0.444,4.278,10.667,15.778,15.333,11.333,3.722,-5.556,-5.833
Minimum,New Hampshire,1968,-17.444,-16.389,-6.333,-0.389,3.111,10.111,12.944,10.111,8.222,3.167,-4.056,-11.722
Minimum,New Hampshire,1973,-12.278,-13.333,-3.167,0.222,4.722,11.5,13.778,14.167,6.889,1.444,-3.111,-7.667
Minimum,New Hampshire,1978,-14.056,-17.333,-9.556,-2.333,5.722,9.611,11.889,12.167,4.333,0.444,-5.278,-11.111
Minimum,New Hampshire,1983,-12.111,-11.167,-4.222,0.278,4.889,9.889,12.556,12.167,7.889,1.667,-2.056,-11.167
Minimum,New Hampshire,1988,-15.333,-12.944,-7.722,-0.222,6.056,8.167,14.222,13.556,6.0,0.556,-2.833,-12.278
Minimum,New Hampshire,1993,-11.111,-18.111,-9.5,-0.5,5.0,9.333,12.889,12.667,7.778,0.0,-4.056,-9.111
Minimum,New Hampshire,1998,-9.444,-8.0,-5.389,-0.389,7.056,11.167,12.944,12.389,8.056,3.056,-1.667,-6.667
Minimum,New Hampshire,2003,-16.944,-14.5,-9.0,-2.611,5.111,10.556,13.444,14.222,8.667,1.389,-2.0,-9.556
Minimum,New Hampshire,2008,-11.056,-10.778,-8.444,-0.667,3.389,11.722,14.111,11.778,8.611,1.056,-2.5,-9.611
Minimum,New Hampshire,2013,-12.167,-9.5,-5.667,-1.167,5.222,11.056,15.722,11.722,7.611,2.611,-4.722,-10.0
Minimum,New Hampshire,2018,-12.833,-8.5,-5.833,-2.167,6.222,9.444,14.222,15.111,10.667,2.833,-4.278,-9.056
Minimum,New Hampshire,2022,-15.778,-11.056,-5.722,-0.111,6.667,10.0,13.278,14.667,8.944,2.556,-1.778,-6.611
Minimum,New Jersey,1968,-8.778,-8.0,-0.333,3.722,8.0,14.222,17.333,16.778,12.278,7.444,2.278,-5.333
Minimum,New Jersey,1973,-4.722,-6.111,1.889,5.111,8.611,16.778,17.778,17.944,12.778,6.611,2.0,-2.333
Minimum,New Jersey,1978,-7.667,-10.833,-2.667,3.167,8.833,13.778,16.333,18.5,11.278,4.778,2.222,-3.278
Minimum,New Jersey,1983,-4.778,-4.944,1.111,4.167,8.722,14.167,17.556,17.222,12.278,7.056,1.833,-4.611
Minimum,New Jersey,1988,-9.389,-5.0,-0.944,3.556,9.833,13.222,18.611,18.333,11.278,3.611,1.611,-4.778
Minimum,New Jersey,1993,-2.611,-7.222,-2.111,4.111,9.833,14.278,18.444,17.167,13.056,5.333,0.667,-3.667
Minimum,New Jersey,1998,-0.611,-0.667,1.167,5.0,11.611,15.056,17.5,17.278,13.778,7.111,1.0,-0.833
Minimum,New Jersey,2003,-7.278,-6.722,-1.0,3.556,8.667,14.444,18.056,18.778,14.611,5.667,4.0,-2.833
Minimum,New Jersey,2008,-3.556,-3.556,-0.333,5.389,8.0,16.389,18.444,15.333,14.111,5.556,2.056,-2.556
Minimum,New Jersey,2013,-3.333,-3.889,-1.0,4.611,10.056,16.056,20.611,16.611,11.611,8.167,0.556,-2.5
Minimum,New Jersey,2018,-6.944,-0.944,-1.167,2.833,12.5,15.389,18.667,19.833,17.111,8.667,1.222,-1.167
Minimum,New Jersey,2022,-7.0,-4.333,0.667,4.611,11.611,14.944,19.667,19.0,14.0,6.5,2.944,-3.111
Minimum,New Mexico,1968,-6.556,-3.167,-1.611,0.833,6.111,11.278,14.056,12.889,7.778,3.389,-2.389,-8.111
Minimum,New Mexico,1973,-7.778,-4.667,-2.0,-0.889,5.944,10.111,13.778,12.611,8.667,2.667,-2.056,-7.167
Minimum,New Mexico,1978,-5.667,-4.889,-0.5,2.722,6.333,12.389,15.0,12.889,10.0,4.389,0.556,-7.222
Minimum,New Mexico,1983,-6.0,-3.889,-0.944,-0.444,4.667,9.833,14.278,14.611,11.722,5.5,-1.0,-6.444
Minimum,New Mexico,1988,-7.889,-4.444,-3.444,1.444,6.278,12.167,14.278,14.5,8.611,4.833,-2.0,-7.111
Minimum,New Mexico,1993,-3.556,-3.444,-1.444,2.056,6.833,11.278,14.778,14.111,8.667,2.778,-3.889,-6.5
Minimum,New Mexico,1998,-4.944,-3.944,-2.0,0.167,6.556,11.0,15.611,14.111,11.889,5.278,-0.333,-5.222
Minimum,New Mexico,2003,-4.167,-3.5,-1.167,2.222,7.778,11.611,15.833,15.056,10.389,6.222,-0.722,-5.778
Minimum,New Mexico,2008,-7.5,-4.222,-2.222,1.0,6.333,12.444,15.056,14.111,9.556,3.722,-1.833,-5.0
Minimum,New Mexico,2013,-8.0,-6.0,-1.222,2.0,7.056,13.778,15.556,14.722,11.667,2.5,-1.556,-6.111
Minimum,New Mexico,2018,-6.5,-3.278,-0.444,3.222,8.833,14.056,15.944,14.778,11.222,5.611,-3.056,-5.0
Minimum,New Mexico,2022,-6.667,-7.389,-2.278,3.222,8.222,14.444,16.722,15.389,11.889,5.056,-3.389,-4.389
Minimum,New York,1968,-15.389,-14.0,-5.0,1.167,4.889,11.222,13.944,12.333,9.889,4.611,-1.944,-10.167
Minimum,New York,1973,-9.444,-13.333,-1.389,1.833,5.833,13.0,14.333,15.056,8.778,4.0,-1.0,-7.333
Minimum,New York,1978,-12.722,-16.389,-8.5,-1.333,6.889,10.444,13.111,13.833,7.222,2.0,-2.833,-7.944
Minimum,New York,1983,-10.0,-9.167,-3.333,0.556,5.111,10.944,14.167,13.778,9.389,3.389,-1.278,-9.722
Minimum,New York,1988,-12.5,-11.389,-6.333,0.778,7.167,9.222,15.278,14.444,7.889,1.722,-0.556,-9.278
Minimum,New York,1993,-8.611,-15.889,-8.056,1.0,6.111,10.667,14.778,13.722,8.889,1.833,-2.333,-8.5
Minimum,New York,1998,-6.611,-5.833,-3.444,1.278,9.333,12.222,14.0,14.0,10.0,4.444,-0.444,-4.611
Minimum,New York,2003,-14.444,-12.833,-6.667,-0.833,6.333,11.389,14.222,15.0,10.222,2.389,-0.056,-7.0
Minimum,New York,2008,-7.944,-9.556,-6.889,1.944,4.222,13.444,14.833,12.333,10.056,2.056,-1.667,-7.778
Minimum,New York,2013,-9.111,-9.111,-5.167,0.222,7.222,12.167,16.333,12.833,8.389,4.778,-3.444,-8.056
Minimum,New York,2018,-12.5,-6.722,-5.611,-2.056,8.778,11.278,15.333,16.222,12.5,4.333,-2.778,-6.0
Minimum,New York,2022,-15.0,-10.778,-4.722,0.833,7.944,11.389,14.444,14.944,10.722,2.944,0.0,-5.833
Minimum,North Carolina,1968,-3.889,-5.389,2.389,7.389,11.167,16.389,19.056,19.111,13.444,9.111,3.5,-2.833
Minimum,North Carolina,1973,-1.778,-2.556,6.333,7.333,11.222,17.889,18.722,18.778,16.389,9.222,3.833,-0.333
Minimum,North Carolina,1978,-4.444,-4.944,1.778,7.778,11.944,16.5,18.556,19.278,15.944,6.667,6.111,-0.556
Minimum,North Carolina,1983,-1.556,-0.778,4.111,5.889,11.556,15.778,18.889,18.944,14.556,9.389,3.056,-1.667
Minimum,North Carolina,1988,-4.056,-1.444,2.444,6.722,11.056,14.889,18.944,20.056,15.111,5.111,3.556,-1.944
Minimum,North Carolina,1993,1.333,-1.611,2.111,5.944,13.0,17.111,20.667,18.722,15.944,8.333,3.722,-1.333
Minimum,North Carolina,1998,1.611,2.333,3.778,8.278,14.056,18.222,19.889,18.667,16.278,8.833,4.333,2.722
Minimum,North Carolina,2003,-3.222,-0.167,5.389,7.944,13.389,16.889,19.667,20.222,15.167,8.722,6.278,-1.722
Minimum,North Carolina,2008,-1.556,1.167,3.389,8.722,11.389,18.222,18.611,18.333,16.278,7.556,2.0,2.111
Minimum,North Carolina,2013,1.111,-0.389,0.389,8.333,12.389,18.222,20.333,18.667,14.889,10.278,2.222,1.333
Minimum,North Carolina,2018,-4.333,5.222,2.111,6.278,16.333,19.111,19.667,19.889,19.833,11.222,3.611,2.056
Minimum,North Carolina,2022,-2.278,1.056,4.778,7.667,14.333,17.444,20.833,19.5,15.167,7.556,5.667,-0.333
Minimum,North Dakota,1968,-19.611,-17.0,-5.833,-2.0,2.778,9.833,12.056,10.556,6.722,0.111,-6.333,-17.778
Minimum,North Dakota,1973,-14.833,-13.167,-3.056,-1.889,4.222,10.333,11.833,13.611,6.0,2.222,-10.389,-16.222
Minimum,North Dakota,1978,-24.722,-19.889,-9.278,-0.167,6.889,10.111,12.889,11.333,8.5,0.222,-12.0,-19.333
Minimum,North Dakota,1983,-12.333,-9.611,-6.056,-2.667,2.444,9.944,15.0,14.944,6.167,0.556,-4.944,-23.944
Minimum,North Dakota,1988,-19.944,-17.611,-7.444,-2.333,7.667,15.0,13.722,12.389,5.889,-2.0,-7.778,-14.5
Minimum,North Dakota,1993,-20.0,-17.778,-7.667,-1.556,4.889,8.722,11.5,11.667,3.833,-2.333,-9.278,-13.611
Minimum,North Dakota,1998,-16.778,-6.0,-10.333,1.0,6.444,9.667,14.056,14.111,8.722,1.667,-5.5,-13.111
Minimum,North Dakota,2003,-17.222,-18.944,-11.333,0.0,5.222,10.444,13.667,14.389,6.278,1.111,-12.056,-11.389
Minimum,North Dakota,2008,-18.667,-18.444,-9.444,-3.278,3.167,9.333,13.0,12.667,6.389,0.278,-6.111,-20.333
Minimum,North Dakota,2013,-16.833,-13.444,-13.944,-5.944,5.0,11.278,13.444,13.111,9.667,-0.056,-9.0,-20.111
Minimum,North Dakota,2018,-16.944,-20.778,-8.889,-5.778,7.778,12.944,13.556,11.778,6.111,-2.0,-9.222,-10.833
Minimum,North Dakota,2022,-19.222,-19.167,-8.556,-4.111,5.278,11.167,14.667,13.556,8.167,0.778,-9.778,-18.389
Minimum,Ohio,1968,-10.333,-10.222,-1.722,4.056,8.0,14.111,16.0,16.389,11.944,5.333,1.278,-5.722
Minimum,Ohio,1973,-6.111,-6.611,2.833,4.611,8.667,15.611,16.944,16.444,12.556,7.333,1.444,-4.222
Minimum,Ohio,1978,-12.0,-15.0,-4.556,3.222,9.056,14.222,16.444,16.111,13.222,3.667,0.944,-4.611
Minimum,Ohio,1983,-5.5,-4.5,-0.278,3.056,7.389,14.056,17.611,17.0,11.111,6.389,1.111,-8.333
Minimum,Ohio,1988,-9.0,-7.333,-1.722,2.889,8.722,12.333,17.0,17.222,11.056,2.167,0.556,-5.889
Minimum,Ohio,1993,-3.778,-8.056,-2.111,3.5,8.778,14.167,17.833,16.222,11.222,3.944,0.556,-4.111
Minimum,Ohio,1998,-1.444,-0.333,0.889,4.222,12.167,15.111,16.222,16.333,12.778,6.0,1.278,-2.167
Minimum,Ohio,2003,-9.778,-7.889,-1.222,4.444,9.667,13.056,16.222,16.944,11.222,4.333,2.944,-3.278
Minimum,Ohio,2008,-6.278,-6.611,-2.0,5.0,7.556,15.5,16.278,14.778,12.556,4.611,-0.611,-5.444
Minimum,Ohio,2013,-5.333,-5.778,-2.5,3.667,10.889,15.0,17.278,15.389,11.5,6.556,-0.833,-4.111
Minimum,Ohio,2018,-8.722,-2.444,-2.389,1.278,13.389,16.333,17.222,17.889,15.833,6.889,-0.5,-2.222
Minimum,Ohio,2022,-9.389,-5.889,0.0,3.389,11.556,14.722,17.833,16.778,12.833,4.333,1.278,-3.778
Minimum,Oklahoma,1968,-2.556,-3.556,3.333,7.667,12.111,18.278,20.0,20.222,13.667,9.056,1.889,-3.889
Minimum,Oklahoma,1973,-4.333,-1.778,5.667,7.0,11.667,17.556,20.278,19.278,16.278,10.889,5.111,-2.722
Minimum,Oklahoma,1978,-8.611,-6.444,1.167,9.778,13.333,18.889,22.111,20.0,18.167,8.0,3.778,-4.222
Minimum,Oklahoma,1983,-2.722,-0.167,2.778,5.389,11.278,16.278,20.778,21.722,16.056,10.722,4.056,-8.722
Minimum,Oklahoma,1988,-5.444,-3.056,1.889,6.722,13.167,17.944,20.611,20.722,15.333,8.167,2.889,-1.889
Minimum,Oklahoma,1993,-3.278,-2.222,2.444,6.722,13.111,18.778,22.333,20.944,13.722,7.056,-0.444,-1.167
Minimum,Oklahoma,1998,-0.667,1.389,2.333,6.722,15.222,19.5,22.611,20.778,19.278,11.333,5.722,-1.222
Minimum,Oklahoma,2003,-3.778,-2.5,2.778,8.389,13.389,16.778,21.389,21.111,14.222,9.722,4.333,-1.056
Minimum,Oklahoma,2008,-3.5,-2.0,3.056,6.944,13.278,19.333,20.944,20.222,14.722,8.278,2.722,-3.389
Minimum,Oklahoma,2013,-2.222,-1.611,1.778,5.722,12.722,19.167,20.0,20.5,16.944,9.056,1.889,-4.611
Minimum,Oklahoma,2018,-5.0,-1.889,4.111,4.333,17.0,20.556,21.333,20.444,17.889,10.0,0.0,-1.056
Minimum,Oklahoma,2022,-5.389,-4.222,2.056,8.667,15.0,19.944,22.778,21.278,16.278,8.722,2.278,-1.611
Minimum,Oregon,1968,-4.667,-0.444,-0.944,-1.444,3.111,7.0,10.333,9.667,6.778,1.944,-0.056,-4.0
Minimum,Oregon,1973,-5.333,-1.944,-1.778,-0.444,4.0,6.833,9.611,8.667,6.944,2.167,0.0,-0.611
Minimum,Oregon,1978,-1.444,-0.944,0.444,0.944,2.611,6.944,10.222,9.667,6.556,1.5,-4.611,-7.333
Minimum,Oregon,1983,-1.667,-0.111,1.111,-0.389,4.0,6.278,9.056,11.0,5.444,2.722,0.944,-5.389
Minimum,Oregon,1988,-5.222,-3.056,-2.111,1.611,3.111,7.444,10.167,8.611,5.667,5.111,-0.278,-4.611
Minimum,Oregon,1993,-7.333,-6.167,0.389,1.056,5.722,6.278,7.167,8.611,6.167,3.611,-5.278,-3.222
Minimum,Oregon,1998,-1.556,-1.667,-1.0,0.611,3.833,6.667,12.0,10.444,8.444,1.5,0.222,-5.222
Minimum,Oregon,2003,0.111,-3.5,0.167,0.056,3.778,7.667,11.722,10.389,7.556,4.111,-2.833,-2.111
Minimum,Oregon,2008,-6.222,-3.0,-3.111,-2.0,4.056,5.611,10.0,9.778,6.278,2.444,0.944,-5.444
Minimum,Oregon,2013,-6.111,-3.222,-1.111,0.444,4.111,7.667,11.556,10.667,7.833,0.889,-1.056,-6.5
Minimum,Oregon,2018,-0.889,-4.389,-2.0,1.0,6.0,6.833,11.333,10.389,5.611,2.667,-1.333,-3.778
Minimum,Oregon,2022,-3.278,-3.944,-0.389,-1.444,2.389,7.333,12.111,12.722,8.778,4.722,-4.444,-5.0
Minimum,Pennsylvania,1968,-11.778,-10.5,-2.556,2.278,6.0,12.0,14.833,14.611,10.444,5.278,0.389,-7.167
Minimum,Pennsylvania,1973,-7.111,-9.0,0.5,3.389,6.833,14.111,15.333,15.5,10.667,5.389,0.611,-4.611
Minimum,Pennsylvania,1978,-10.833,-13.889,-5.222,1.056,7.667,11.611,14.167,15.667,10.556,2.667,-0.278,-5.667
Minimum,Pennsylvania,1983,-6.611,-6.444,-1.333,2.167,6.111,11.944,14.833,15.056,9.611,4.889,0.167,-7.556
Minimum,Pennsylvania,1988,-11.0,-8.0,-3.222,1.889,7.944,10.611,15.944,15.611,9.111,2.056,0.0,-6.5
Minimum,Pennsylvania,1993,-4.778,-10.167,-4.556,2.167,7.556,12.111,16.0,14.722,10.5,2.944,-0.667,-5.889
